"","TreatmentTank","Location","Family","ID","Date","days.post.fert","Initial.num.indiv.HG2023","num.fry","num.hatchlings","perc.hatched.HG2023","num.remaining.HG2023"
"1093","T3","Kup","K08","K08_16",2017-07-02,19,102,80,0,78.4313725490196,93
"1094","T3","Kup","K08","K08_16",2017-07-03,20,93,64,0,68.8172043010753,77
"1095","T3","Kup","K08","K08_16",2017-07-04,21,77,62,0,80.5194805194805,75
"1096","T3","Kup","K08","K08_16",2017-07-05,22,75,0,0,0,74
"1097","T3","Kup","K08","K08_16",2017-07-06,23,74,0,0,0,50
"1098","T3","Kup","K08","K08_16",2017-07-07,24,50,0,0,0,42
"1099","T3","Kup","K08","K08_16",2017-07-08,25,42,0,0,0,40
"1100","T3","Kup","K08","K08_16",2017-07-09,26,40,0,0,0,37
"1102","T3","Kup","K08","K08_16",2017-07-11,28,37,5,0,13.5135135135135,35
"1103","T3","Kup","K08","K08_16",2017-07-12,29,35,22,0,62.8571428571429,35
"1104","T3","Kup","K08","K08_16",2017-07-13,30,35,22,0,62.8571428571429,35
"1105","T3","Kup","K08","K08_16",2017-07-14,31,35,4,0,11.4285714285714,34
"1106","T3","Kup","K08","K08_16",2017-07-15,32,34,0,0,0,32
"1107","T3","Kup","K08","K08_16",2017-07-16,33,32,0,0,0,32
"1108","T3","Kup","K08","K08_16",2017-07-17,34,32,0,0,0,32
"1109","T3","Kup","K08","K08_16",2017-07-18,35,32,1,0,3.125,31
"1110","T3","Kup","K08","K08_16",2017-07-19,36,31,0,0,0,31
"1111","T3","Kup","K08","K08_16",2017-07-20,37,31,0,0,0,31
"1112","T3","Kup","K08","K08_16",2017-07-21,38,31,0,0,0,31
"1113","T3","Kup","K08","K08_16",2017-07-22,39,31,0,0,0,31
"1114","T3","Kup","K08","K08_16",2017-07-23,40,31,1,0,3.2258064516129,31
"1128","T1","Kup","K09","K09_08",2017-06-13,0,350,0,0,0,350
"1129","T1","Kup","K09","K09_08",2017-06-14,1,350,0,0,0,350
"1130","T1","Kup","K09","K09_08",2017-06-15,2,350,0,0,0,350
"1131","T1","Kup","K09","K09_08",2017-06-16,3,350,0,0,0,349
"1132","T1","Kup","K09","K09_08",2017-06-17,4,349,0,0,0,349
"1138","T1","Kup","K09","K09_08",2017-06-23,10,347,0,0,0,347
"1139","T1","Kup","K09","K09_08",2017-06-25,12,347,0,0,0,347
"1140","T1","Kup","K09","K09_08",2017-06-26,13,347,0,0,0,346
"1141","T1","Kup","K09","K09_08",2017-06-27,14,346,0,0,0,346
"1142","T1","Kup","K09","K09_08",2017-06-28,15,346,0,0,0,346
"1143","T1","Kup","K09","K09_08",2017-06-29,16,346,0,0,0,345
"1144","T1","Kup","K09","K09_08",2017-06-30,17,345,0,0,0,345
"1145","T1","Kup","K09","K09_08",2017-07-01,18,345,0,0,0,345
"1146","T1","Kup","K09","K09_08",2017-07-02,19,345,0,0,0,344
"1147","T1","Kup","K09","K09_08",2017-07-03,20,344,0,0,0,335
"1148","T1","Kup","K09","K09_08",2017-07-04,21,335,2,2,0.597014925373134,333
"1149","T1","Kup","K09","K09_08",2017-07-05,22,333,5,5,1.5015015015015,328
"1150","T1","Kup","K09","K09_08",2017-07-06,23,328,6,6,1.82926829268293,328
"1151","T1","Kup","K09","K09_08",2017-07-07,24,328,27,27,8.23170731707317,326
"1152","T1","Kup","K09","K09_08",2017-07-08,25,326,28,28,8.58895705521472,321
"1153","T1","Kup","K09","K09_08",2017-07-09,26,321,38,38,11.8380062305296,314
"1154","T1","Kup","K09","K09_08",2017-07-10,27,314,0,0,0,304
"1157","T1","Kup","K09","K09_08",2017-07-13,30,296,0,0,0,292
"1158","T1","Kup","K09","K09_08",2017-07-14,31,292,250,0,85.6164383561644,292
"1159","T1","Kup","K09","K09_08",2017-07-15,32,292,0,0,0,292
"1160","T1","Kup","K09","K09_08",2017-07-16,33,292,0,0,0,291
"1161","T1","Kup","K09","K09_08",2017-07-17,34,291,0,0,0,291
"1162","T1","Kup","K09","K09_08",2017-07-18,35,291,0,0,0,281
"1163","T1","Kup","K09","K09_08",2017-07-19,36,281,0,0,0,281
"1164","T1","Kup","K09","K09_08",2017-07-20,37,281,0,0,0,280
"1165","T1","Kup","K09","K09_08",2017-07-21,38,280,0,0,0,280
"1166","T1","Kup","K09","K09_08",2017-07-22,39,280,0,0,0,277
"1167","T1","Kup","K09","K09_08",2017-07-23,40,277,0,0,0,259
"1181","T2","Kup","K09","K09_12",2017-06-13,0,350,0,0,0,350
"1182","T2","Kup","K09","K09_12",2017-06-14,1,350,0,0,0,350
"1183","T2","Kup","K09","K09_12",2017-06-15,2,350,0,0,0,349
"1184","T2","Kup","K09","K09_12",2017-06-16,3,349,0,0,0,349
"1185","T2","Kup","K09","K09_12",2017-06-17,4,349,0,0,0,348
"1191","T2","Kup","K09","K09_12",2017-06-23,10,345,0,0,0,345
"1192","T2","Kup","K09","K09_12",2017-06-25,12,345,25,25,7.2463768115942,331
"1193","T2","Kup","K09","K09_12",2017-06-26,13,331,17,17,5.13595166163142,316
"1194","T2","Kup","K09","K09_12",2017-06-27,14,316,119,119,37.6582278481013,314
"1195","T2","Kup","K09","K09_12",2017-06-28,15,314,168,73,53.5031847133758,304
"1196","T2","Kup","K09","K09_12",2017-06-29,16,304,224,0,73.6842105263158,301
"1197","T2","Kup","K09","K09_12",2017-06-30,17,301,209,5,69.4352159468439,301
"1198","T2","Kup","K09","K09_12",2017-07-01,18,301,222,24,73.7541528239203,298
"1199","T2","Kup","K09","K09_12",2017-07-02,19,298,283,0,94.9664429530201,298
"1200","T2","Kup","K09","K09_12",2017-07-03,20,298,271,0,90.9395973154362,286
"1201","T2","Kup","K09","K09_12",2017-07-04,21,286,271,0,94.7552447552448,286
"1202","T2","Kup","K09","K09_12",2017-07-05,22,286,0,0,0,285
"1203","T2","Kup","K09","K09_12",2017-07-06,23,285,0,0,0,283
"1204","T2","Kup","K09","K09_12",2017-07-07,24,283,0,0,0,278
"1205","T2","Kup","K09","K09_12",2017-07-08,25,278,0,0,0,229
"1206","T2","Kup","K09","K09_12",2017-07-09,26,229,0,0,0,218
"1207","T2","Kup","K09","K09_12",2017-07-10,27,218,191,0,87.6146788990826,206
"1208","T2","Kup","K09","K09_12",2017-07-11,28,206,152,0,73.7864077669903,195
"1209","T2","Kup","K09","K09_12",2017-07-12,29,195,169,0,86.6666666666667,184
"1210","T2","Kup","K09","K09_12",2017-07-13,30,184,158,0,85.8695652173913,173
"1211","T2","Kup","K09","K09_12",2017-07-14,31,173,0,0,0,171
"1212","T2","Kup","K09","K09_12",2017-07-15,32,171,0,0,0,171
"1213","T2","Kup","K09","K09_12",2017-07-16,33,171,0,0,0,170
"1214","T2","Kup","K09","K09_12",2017-07-17,34,170,0,0,0,167
"1215","T2","Kup","K09","K09_12",2017-07-18,35,167,0,0,0,156
"1216","T2","Kup","K09","K09_12",2017-07-20,37,156,0,0,0,151
"1217","T2","Kup","K09","K09_12",2017-07-21,38,151,0,0,0,149
